SUCURSAL,FECHA,CATEGORIA,ARTICULO,ISBN,TITULO,CANTIDAD
Sucursal Norte 03,2026-05,LIBROS > Juvenil,1179384,9786230783642,La montaña del silencio,4
Sucursal AMBA 13,2026-05,LIBROS > Juvenil,1121588,9780793551438,La noche del río,1
Sucursal AMBA 01,2026-05,LIBROS > Biografías,1125721,9787538405141,El jardín del río,5
Sucursal Centro 05,2026-05,LIBROS > Infantil,827857,9782365423427,El cielo sin fronteras,2
Sucursal AMBA 15,2026-05,LIBROS > Juvenil,1167077,9782967243876,El puerto de bronce,1
Sucursal Centro 02,2026-05,LIBROS > Juvenil,1162252,9789686525142,La voz de cristal,11
Sucursal AMBA 21,2026-05,LIBROS > Juvenil,1153754,9786631227612,La ruta luminoso,3
Sucursal Feria 01,2026-05,LIBROS > Juvenil,1169638,9789536511454,El mapa perdido,4
Sucursal AMBA 13,2026-05,LIBROS > Ciencia,1155205,9784351555033,La montaña fugaz,3
Sucursal Aeropuerto 02,2026-05,LIBROS > Cocina,1178310,9785235276911,La ruta sin fronteras,4
Sucursal Feria 01,2026-05,LIBROS > Negocios,1135777,9782003704662,La huella secreto,6
Sucursal Aeropuerto 01,2026-05,LIBROS > Juvenil,1169393,9786529352269,El camino secreto,3
Sucursal AMBA 02,2026-05,LIBROS > Arte y Diseño,1175412,9784443511421,El puerto de cristal,2
Sucursal AMBA 10,2026-05,LIBROS > Ciencia,1160417,9786124423575,La huella de piedra,1
Sucursal AMBA 21,2026-05,LIBROS > Arte y Diseño,1175412,9784443511421,El puerto de cristal,3
Sucursal Costa 05,2026-05,LIBROS > Ciencia,1127024,9789209612626,El puerto entre líneas,1
Sucursal AMBA 11,2026-05,LIBROS > Académico,1145138,9789241549583,El cielo del silencio,3
Sucursal AMBA 01,2026-05,LIBROS > Juvenil,1161616,9780147933052,La huella perdido,9
Sucursal AMBA 02,2026-05,LIBROS > Juvenil,1169392,9788549303512,La plaza de piedra,5
Sucursal Sur 02,2026-05,LIBROS > Juvenil,1153186,9781173952489,La plaza eterno,3
Sucursal Feria 01,2026-05,LIBROS > Ciencia,1149829,9786323166823,El camino en la lluvia,15
Sucursal Sur 01,2026-05,LIBROS > Ciencia,1138222,9783563112552,El cielo lejano,18
Sucursal Feria 01,2026-05,LIBROS > Juvenil,1157863,9783608311406,El faro de hierro,2
Sucursal Centro 02,2026-05,LIBROS > Ciencia,1165680,9787423159185,El faro invisible,2
Sucursal AMBA 17,2026-05,LIBROS > Ciencia,1145780,9786252610334,El río perdido,1
Sucursal Sur 06,2026-05,LIBROS > Juvenil,1179376,9783451551626,La torre en la niebla,18
Sucursal AMBA 02,2026-05,LIBROS > Juvenil,1142498,9781394728626,La noche de bronce,2
Sucursal Costa 03,2026-05,LIBROS > Juvenil,1173051,9786882485594,La casa de papel,4
Sucursal Centro 04,2026-05,LIBROS > Ciencia,1128104,9783462968168,La casa del silencio,2
Sucursal Norte 02,2026-05,LIBROS > Juvenil,1179382,9786413336182,El puerto de hierro,1
Sucursal Sur 02,2026-05,LIBROS > Juvenil,1141481,9787345125316,El puente luminoso,2
Sucursal Centro 03,2026-05,LIBROS > Juvenil,1179383,9783517288740,El espejo de ceniza,3
Sucursal AMBA 25,2026-05,LIBROS > Juvenil,1113698,9782591293921,El mapa secreto,1
Sucursal Norte 01,2026-05,LIBROS > Autoayuda,1167075,9784414941962,El reloj de arena,1
Sucursal AMBA 03,2026-05,LIBROS > Ciencia,1167071,9782436556628,La ventana boreal,4
Sucursal Cuyo 02,2026-05,LIBROS > Ciencia,1112535,9784224422622,El reloj del silencio,2
Sucursal AMBA 20,2026-05,LIBROS > Tecnología,1090496,9789056513753,El puerto de jade,1
Sucursal Norte 03,2026-05,LIBROS > Juvenil,1179383,9783517288740,El espejo de ceniza,3
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1131869,9782836516627,El puente de arena,18
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1149921,9781459859944,La tierra de ceniza,178
Sucursal Mayorista 01,2026-05,LIBROS > Ciencia,1149278,9787536544406,La isla del río,6
Sucursal Mayorista 01,2026-05,LIBROS > Ciencia,1172015,9780521580189,El puente sin fronteras,6
Sucursal AMBA 24,2026-05,LIBROS > No Ficción,1122786,9782515352409,La isla entre líneas,214
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1150667,9784476374525,El puente del sur,35
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1109699,9786484770543,El puente de sal,9
Sucursal AMBA 24,2026-05,LIBROS > No Ficción,1160938,9786452166361,El cielo de papel,103
Sucursal AMBA 24,2026-05,LIBROS > Autoayuda,1172259,9785725044714,El camino austral,145
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1111945,9785142146286,La senda olvidado,1
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1134013,9780986471550,La montaña de papel,31
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1153186,9781173952489,La plaza eterno,134
Sucursal AMBA 24,2026-05,LIBROS > Académico,1157857,9788432664316,La isla invisible,57
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1176944,9786010017796,El mapa eterno,78
Sucursal AMBA 24,2026-05,LIBROS > Cocina,1169390,9784073113555,La voz de cristal,17
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1169641,9782558445123,La isla de cristal,7
Sucursal AMBA 24,2026-05,LIBROS > Cocina,1178310,9785235276911,La ruta sin fronteras,267
Sucursal AMBA 24,2026-05,LIBROS > Ciencia,1163356,9781151856524,La huella del bosque,19
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1124479,9787216655334,La huella secreto,3
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1103356,9786121293104,La montaña luminoso,94
Sucursal AMBA 03,2026-05,LIBROS > Juvenil,1163400,9783711171739,La montaña del sur,4
Sucursal AMBA 24,2026-05,LIBROS > Negocios,1135777,9782003704662,La huella secreto,39
Sucursal AMBA 24,2026-05,LIBROS > Tecnología,983072,9782040534271,El cielo fugaz,1
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1015779,9780219211394,La voz del río,1
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1086922,9783967421078,El espejo en la lluvia,1
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1101195,9782116546501,La tierra austral,57
Sucursal AMBA 24,2026-05,LIBROS > Ciencia,1113697,9784363162708,La ventana de papel,11
Sucursal AMBA 24,2026-05,LIBROS > Autoayuda,1128124,9787164978899,El espejo del alba,9
Sucursal AMBA 24,2026-05,LIBROS > Ciencia,1160933,9781205946434,La plaza de fuego,65
Sucursal AMBA 24,2026-05,LIBROS > Ciencia,1162261,9784153550451,El cielo boreal,125
Sucursal Aeropuerto 01,2026-05,LIBROS > Juvenil,1164624,9788716324851,El río de fuego,3
Sucursal Aeropuerto 02,2026-05,LIBROS > Juvenil,1163399,9785125276596,La tierra de fuego,1
Sucursal Aeropuerto 01,2026-05,LIBROS > Juvenil,1138223,9781251394460,El puerto en el viento,2
Sucursal AMBA 05,2026-05,LIBROS > Ciencia,1176942,9784213120157,La torre secreto,2
Sucursal AMBA 08,2026-05,LIBROS > Académico,1179380,9788274611214,La ruta lejano,2
Sucursal Costa 04,2026-05,LIBROS > Infantil,1163403,9784345251240,El jardín de cristal,2
Sucursal AMBA 09,2026-05,LIBROS > Juvenil,1164624,9788716324851,El río de fuego,0
Sucursal Norte 04,2026-05,LIBROS > Juvenil,1167077,9782967243876,El puerto de bronce,1
Sucursal Costa 03,2026-05,LIBROS > Ciencia,1169388,9786523818866,La montaña sin fronteras,2
Sucursal AMBA 22,2026-05,LIBROS > Negocios,1135777,9782003704662,La huella secreto,1
Sucursal AMBA 09,2026-05,LIBROS > Juvenil,1167729,9780447599114,La voz de hierro,4
Sucursal AMBA 03,2026-05,LIBROS > Arte y Diseño,1134940,9786221142336,La senda nocturno,2
Sucursal AMBA 03,2026-05,LIBROS > Ciencia,1143186,9784513357017,El umbral lejano,2
Sucursal AMBA 19,2026-05,LIBROS > Ciencia,1137959,9784665745425,La huella austral,9
Sucursal AMBA 04,2026-05,LIBROS > Juvenil,1106685,9784516938921,El umbral luminoso,4
Sucursal AMBA 17,2026-05,LIBROS > Juvenil,1173051,9786882485594,La casa de papel,3
Sucursal Costa 02,2026-05,LIBROS > Cocina,1178310,9785235276911,La ruta sin fronteras,1
Sucursal Sur 01,2026-05,LIBROS > Juvenil,1108889,9789462451063,La torre de piedra,1
Sucursal AMBA 20,2026-05,LIBROS > Juvenil,1161617,9784710844551,La noche de jade,1
Sucursal Centro 02,2026-05,LIBROS > Juvenil,1157480,9786620219317,El cielo de sal,2
Sucursal Norte 03,2026-05,LIBROS > Negocios,1132718,9784549056265,El umbral fugaz,1
Sucursal AMBA 13,2026-05,LIBROS > Juvenil,1153754,9786631227612,La ruta luminoso,4
Sucursal AMBA 17,2026-05,LIBROS > Juvenil,1163399,9785125276596,La tierra de fuego,3
Sucursal Cuyo 03,2026-05,LIBROS > No Ficción,1117255,9781443283225,La plaza del alba,1
Sucursal Aeropuerto 01,2026-05,LIBROS > Negocios,1148325,9781211061974,La tierra de piedra,1
Sucursal Sur 03,2026-05,LIBROS > Juvenil,1111944,9786207813249,La voz entre líneas,1
Sucursal Sur 03,2026-05,LIBROS > Ciencia,1144377,9786314612286,El umbral del sur,2
Sucursal Costa 07,2026-05,LIBROS > Juvenil,1164620,9786188741473,La torre eterno,2
Sucursal AMBA 12,2026-05,LIBROS > Juvenil,1149921,9781459859944,La tierra de ceniza,5
Sucursal AMBA 08,2026-05,LIBROS > Juvenil,1179376,9783451551626,La torre en la niebla,7
Sucursal AMBA 23,2026-05,LIBROS > No Ficción,1178305,9789439344427,El puente del sur,3
Sucursal AMBA 02,2026-05,LIBROS > Ciencia,1160939,9780215850192,La torre de fuego,4
Sucursal AMBA 14,2026-05,LIBROS > Juvenil,1162252,9789686525142,La voz de cristal,14
Sucursal AMBA 09,2026-05,LIBROS > Juvenil,1177687,9783543756450,La casa boreal,4
Sucursal AMBA 21,2026-05,LIBROS > Biografías,1155206,9784244345354,El puerto del río,1
Sucursal AMBA 23,2026-05,LIBROS > Ciencia,1149829,9786323166823,El camino en la lluvia,1
Sucursal AMBA 05,2026-05,LIBROS > Cocina,1138639,9784613525502,El cielo de las sombras,1
Sucursal Cuyo 01,2026-05,LIBROS > Juvenil,1179382,9786413336182,El puerto de hierro,3
Sucursal Centro 03,2026-05,LIBROS > Deportes,1179375,9782372716344,El espejo en la lluvia,1
Sucursal Depósito 01,2026-05,LIBROS > Negocios,1132718,9784549056265,El umbral fugaz,1
Sucursal Centro 01,2026-05,LIBROS > Académico,1178307,9782806312554,La ruta del sur,4
Sucursal Sur 01,2026-05,LIBROS > Juvenil,1092535,9786667182624,La isla invisible,1
Sucursal AMBA 24,2026-05,LIBROS > Ciencia,1167967,9780121558818,La ruta de arena,25
Sucursal AMBA 24,2026-05,LIBROS > Académico,1172694,9784613066400,El jardín profundo,104
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1154163,9781607648142,La casa de las sombras,12
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1106685,9784516938921,El umbral luminoso,7
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1138700,9784034785914,La ruta de arena,10
Sucursal AMBA 24,2026-05,LIBROS > Académico,1169391,9789853341642,La plaza perdido,15
Sucursal Feria 01,2026-05,LIBROS > Ciencia,1126078,9783682465361,El cielo de papel,6
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1109703,9786576344525,El jardín de jade,81
Sucursal AMBA 24,2026-05,LIBROS > Ciencia,1114551,9788235111305,La voz de jade,6
Sucursal AMBA 24,2026-05,LIBROS > Académico,1117253,9782483294356,El faro olvidado,18
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1118913,9782166933043,El faro nocturno,1
Sucursal AMBA 24,2026-05,LIBROS > Deportes,1130924,9783212231446,La senda entre líneas,16
Sucursal AMBA 24,2026-05,LIBROS > No Ficción,1132716,9782351114211,La huella del bosque,1
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1135781,9782127543160,La ventana de papel,9
Sucursal AMBA 24,2026-05,LIBROS > Negocios,1139678,9785730069209,El camino de piedra,12
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1160424,9785755764520,El espejo en la niebla,4
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1066771,9781005156521,El reloj de sal,1
Sucursal AMBA 24,2026-05,LIBROS > Tecnología,1068259,9782593181462,El eco de bronce,3
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1170356,9789326522712,La voz profundo,35
Sucursal Sur 01,2026-05,LIBROS > Juvenil,1153186,9781173952489,La plaza eterno,2
Sucursal Costa 06,2026-05,LIBROS > No Ficción,1117255,9781443283225,La plaza del alba,1
Sucursal Norte 01,2026-05,LIBROS > Juvenil,1162252,9789686525142,La voz de cristal,4
Sucursal Mayorista 01,2026-05,LIBROS > Académico,1113082,9782573315501,El puente fugaz,1
Sucursal Centro 02,2026-05,LIBROS > Juvenil,1169642,9787931164111,La huella austral,1
Sucursal AMBA 27,2026-05,LIBROS > Juvenil,1177686,9784332600661,La ventana de sal,2
Sucursal Sur 03,2026-05,LIBROS > Humor,1146638,9787622833073,El reloj boreal,1
Sucursal Centro 05,2026-05,LIBROS > Autoayuda,1167075,9784414941962,El reloj de arena,3
Sucursal Cuyo 02,2026-05,LIBROS > Juvenil,1131870,9782339248144,El reloj de arena,1
Sucursal AMBA 18,2026-05,LIBROS > Juvenil,1172262,9786218341807,La senda invisible,1
Sucursal AMBA 01,2026-05,LIBROS > Tecnología,1029059,9783825563722,El camino de piedra,6
Sucursal AMBA 01,2026-05,LIBROS > Juvenil,1149921,9781459859944,La tierra de ceniza,13
Sucursal Mayorista 01,2026-05,LIBROS > Juvenil,1143191,9785159411373,El jardín nocturno,6
Sucursal Norte 02,2026-05,LIBROS > Humor,1178314,9780666102883,La casa de sal,3
Sucursal Feria 01,2026-05,LIBROS > Juvenil,1173125,9780163440335,El mapa del alba,3
Sucursal Feria 01,2026-05,LIBROS > Juvenil,1160936,9787344437118,La isla entre líneas,2
Sucursal Feria 01,2026-05,LIBROS > Tecnología,1162637,9784842995544,El eco del río,3
Sucursal Feria 01,2026-05,LIBROS > Juvenil,1134013,9780986471550,La montaña de papel,11
Sucursal Costa 06,2026-05,LIBROS > Académico,1172258,9780462916373,El jardín de cristal,2
Sucursal Norte 05,2026-05,LIBROS > Juvenil,1153754,9786631227612,La ruta luminoso,9
Sucursal Sur 06,2026-05,LIBROS > Juvenil,1170357,9782644131232,La senda del río,1
Sucursal Feria 01,2026-05,LIBROS > Juvenil,1144374,9785974138782,El jardín de bronce,1
Sucursal Feria 01,2026-05,LIBROS > Juvenil,1130925,9784160765692,La huella eterno,12
Sucursal Sur 01,2026-05,LIBROS > Juvenil,1177687,9783543756450,La casa boreal,4
Sucursal AMBA 16,2026-05,LIBROS > Juvenil,1163399,9785125276596,La tierra de fuego,2
Sucursal Feria 01,2026-05,LIBROS > Académico,1082313,9781876406105,La noche olvidado,4
Sucursal AMBA 19,2026-05,LIBROS > Juvenil,1103356,9786121293104,La montaña luminoso,3
Sucursal Sur 03,2026-05,LIBROS > Ciencia,1149278,9787536544406,La isla del río,4
Sucursal AMBA 04,2026-05,LIBROS > No Ficción,1178305,9789439344427,El puente del sur,5
Sucursal AMBA 16,2026-05,LIBROS > Juvenil,1175416,9781112426551,La casa de sal,2
Sucursal AMBA 24,2026-05,LIBROS > Académico,1130922,9785358674564,El mapa en la niebla,1
Sucursal Costa 05,2026-05,LIBROS > Juvenil,1177688,9789511256493,El cielo del sur,1
Sucursal AMBA 03,2026-05,LIBROS > Juvenil,1140370,9784598402752,La casa lejano,2
Sucursal Sur 01,2026-05,LIBROS > Académico,1172695,9781231750433,El cielo sin fronteras,1
Sucursal Norte 02,2026-05,LIBROS > Ciencia,1144377,9786314612286,El umbral del sur,3
Sucursal Centro 06,2026-05,LIBROS > Juvenil,1134943,9783236815646,El reloj de papel,2
Sucursal AMBA 05,2026-05,LIBROS > Juvenil,1167965,9780434842413,El río eterno,3
Sucursal Sur 04,2026-05,LIBROS > Arte y Diseño,1158104,9785525465506,El espejo en la niebla,1
Sucursal Cuyo 02,2026-05,LIBROS > Juvenil,1177224,9784662531655,El espejo de piedra,3
Sucursal Costa 06,2026-05,LIBROS > Negocios,1132718,9784549056265,El umbral fugaz,1
Sucursal AMBA 11,2026-05,LIBROS > Cocina,1152237,9783327006781,El faro profundo,1
Sucursal AMBA 10,2026-05,LIBROS > Ciencia,1138222,9783563112552,El cielo lejano,2
Sucursal Sur 05,2026-05,LIBROS > Infantil,1163403,9784345251240,El jardín de cristal,6
Sucursal Costa 01,2026-05,LIBROS > Infantil,827857,9782365423427,El cielo sin fronteras,1
Sucursal AMBA 05,2026-05,LIBROS > Juvenil,1160431,9785010835943,La noche olvidado,1
Sucursal AMBA 04,2026-05,LIBROS > Juvenil,1153185,9782207499435,El espejo de fuego,2
Sucursal Cuyo 01,2026-05,LIBROS > Ciencia,1160939,9780215850192,La torre de fuego,2
Sucursal Feria 01,2026-05,LIBROS > Juvenil,1167729,9780447599114,La voz de hierro,16
Sucursal Feria 01,2026-05,LIBROS > Juvenil,1160937,9784628333333,La voz entre líneas,1
Sucursal Costa 05,2026-05,LIBROS > Juvenil,1108890,9782537492710,La montaña de las sombras,1
Sucursal Costa 01,2026-05,LIBROS > Juvenil,1103356,9786121293104,La montaña luminoso,3
Sucursal AMBA 02,2026-05,LIBROS > Juvenil,1138223,9781251394460,El puerto en el viento,3
Sucursal AMBA 13,2026-05,LIBROS > Juvenil,1149921,9781459859944,La tierra de ceniza,1
Sucursal Feria 01,2026-05,LIBROS > Académico,1082319,9782546151051,La senda profundo,1
Sucursal AMBA 03,2026-05,LIBROS > Académico,1178309,9783491561634,El espejo del bosque,6
Sucursal AMBA 01,2026-05,LIBROS > Cocina,1176000,9786729174161,La senda de jade,6
Sucursal AMBA 15,2026-05,LIBROS > Juvenil,1153754,9786631227612,La ruta luminoso,3
Sucursal Feria 01,2026-05,LIBROS > Juvenil,1140370,9784598402752,La casa lejano,3
Sucursal Centro 07,2026-05,LIBROS > Ciencia,1155205,9784351555033,La montaña fugaz,1
Sucursal AMBA 13,2026-05,LIBROS > Juvenil,1179383,9783517288740,El espejo de ceniza,2
Sucursal AMBA 17,2026-05,LIBROS > Juvenil,1177687,9783543756450,La casa boreal,5
Sucursal Norte 02,2026-05,LIBROS > Juvenil,1162252,9789686525142,La voz de cristal,5
Sucursal AMBA 14,2026-05,LIBROS > Juvenil,1179381,9784022117528,La casa fugaz,6
Sucursal Centro 02,2026-05,LIBROS > No Ficción,1178305,9789439344427,El puente del sur,1
Sucursal AMBA 08,2026-05,LIBROS > Juvenil,1144373,9783668864255,La isla en el viento,5
Sucursal Aeropuerto 01,2026-05,LIBROS > Académico,1170355,9782523566316,El río del bosque,2
Sucursal Norte 03,2026-05,LIBROS > Juvenil,1177222,9786800958909,El mapa en la niebla,5
Sucursal AMBA 03,2026-05,LIBROS > Ciencia,1176942,9784213120157,La torre secreto,3
Sucursal Costa 01,2026-05,LIBROS > Académico,1172258,9780462916373,El jardín de cristal,1
Sucursal AMBA 22,2026-05,LIBROS > Juvenil,1177686,9784332600661,La ventana de sal,1
Sucursal AMBA 06,2026-05,LIBROS > Académico,1106680,9781534534259,La ventana del sur,1
Sucursal Norte 01,2026-05,LIBROS > Ciencia,1143188,9781231236061,La senda de jade,1
Sucursal AMBA 17,2026-05,LIBROS > Ciencia,1172015,9780521580189,El puente sin fronteras,3
Sucursal AMBA 15,2026-05,LIBROS > Juvenil,1177688,9789511256493,El cielo del sur,2
Sucursal AMBA 24,2026-05,LIBROS > Ciencia,1150550,9782181829218,El río de ceniza,1
Sucursal Feria 01,2026-05,LIBROS > Juvenil,1088789,9786085918206,El umbral boreal,1
Sucursal Centro 02,2026-05,LIBROS > Académico,1144371,9783437094894,El cielo de sal,1
Sucursal AMBA 04,2026-05,LIBROS > Juvenil,1142498,9781394728626,La noche de bronce,1
Sucursal Costa 01,2026-05,LIBROS > Juvenil,1157863,9783608311406,El faro de hierro,1
Sucursal AMBA 01,2026-05,LIBROS > Ciencia,1112535,9784224422622,El reloj del silencio,5
Sucursal AMBA 01,2026-05,LIBROS > Negocios,1117899,9786661526967,La montaña luminoso,2
Sucursal Centro 04,2026-05,LIBROS > Juvenil,1161616,9780147933052,La huella perdido,1
Sucursal AMBA 05,2026-05,LIBROS > Juvenil,1167729,9780447599114,La voz de hierro,2
Sucursal AMBA 16,2026-05,LIBROS > Juvenil,1134104,9784631935338,El camino perdido,2
Sucursal AMBA 16,2026-05,LIBROS > Juvenil,1141482,9789436396664,El puerto profundo,1
Sucursal AMBA 03,2026-05,LIBROS > Tecnología,992513,9786361165003,El umbral de papel,2
Sucursal AMBA 19,2026-05,LIBROS > Ciencia,1175999,9783368486930,La voz olvidado,1
Sucursal Sur 01,2026-05,LIBROS > Académico,1163898,9784232676479,La ruta del silencio,2
Sucursal AMBA 16,2026-05,LIBROS > Juvenil,1167965,9780434842413,El río eterno,1
Sucursal Sur 05,2026-05,LIBROS > Autoayuda,1145781,9781914663833,La torre perdido,3
Sucursal AMBA 20,2026-05,LIBROS > Ciencia,1129996,9784372235606,El faro de jade,2
Sucursal Feria 01,2026-05,LIBROS > Ciencia,1117254,9780794141369,El puerto de jade,1
Sucursal Costa 06,2026-05,LIBROS > Juvenil,1122669,9782264608825,El reloj del sur,1
Sucursal Costa 01,2026-05,LIBROS > Cocina,1176001,9782273242675,La isla de bronce,1
Sucursal Norte 01,2026-05,LIBROS > Ciencia,1150662,9787843084524,La senda nocturno,1
Sucursal Norte 01,2026-05,LIBROS > Cocina,1178310,9785235276911,La ruta sin fronteras,1
Sucursal AMBA 27,2026-05,LIBROS > Ciencia,1127024,9789209612626,El puerto entre líneas,1
Sucursal AMBA 27,2026-05,LIBROS > Ciencia,1137958,9780801827439,La casa de arena,2
Sucursal Centro 03,2026-05,LIBROS > Juvenil,1176944,9786010017796,El mapa eterno,1
Sucursal AMBA 01,2026-05,LIBROS > Cocina,1178308,9784144941426,El eco nocturno,2
Sucursal AMBA 01,2026-05,LIBROS > Juvenil,1106685,9784516938921,El umbral luminoso,6
Sucursal AMBA 05,2026-05,LIBROS > Juvenil,1143194,9782700122214,El río eterno,2
Sucursal Sur 03,2026-05,LIBROS > Juvenil,1179379,9783233091615,La senda en el viento,2
Sucursal AMBA 08,2026-05,LIBROS > No Ficción,1178305,9789439344427,El puente del sur,2
Sucursal Centro 05,2026-05,LIBROS > Juvenil,1134943,9783236815646,El reloj de papel,1
Sucursal AMBA 12,2026-05,LIBROS > Académico,1130922,9785358674564,El mapa en la niebla,1
Sucursal Sur 01,2026-05,LIBROS > Juvenil,1113698,9782591293921,El mapa secreto,1
Sucursal Costa 01,2026-05,LIBROS > Juvenil,1113524,9781185263595,El jardín olvidado,1
Sucursal Norte 04,2026-05,LIBROS > Cocina,1138638,9788365431306,La huella de ceniza,1
Sucursal AMBA 01,2026-05,LIBROS > Juvenil,1163400,9783711171739,La montaña del sur,3
Sucursal AMBA 01,2026-05,LIBROS > Ciencia,1138222,9783563112552,El cielo lejano,17
Sucursal AMBA 02,2026-05,LIBROS > Infantil,827857,9782365423427,El cielo sin fronteras,1
Sucursal Centro 01,2026-05,LIBROS > Juvenil,1160424,9785755764520,El espejo en la niebla,1
Sucursal Norte 01,2026-05,LIBROS > Juvenil,1119918,9781025555520,La casa de arena,1
Sucursal Norte 05,2026-05,LIBROS > Autoayuda,1167075,9784414941962,El reloj de arena,2
Sucursal AMBA 12,2026-05,LIBROS > Juvenil,1161617,9784710844551,La noche de jade,8
Sucursal AMBA 03,2026-05,LIBROS > Juvenil,1129042,9781247394174,La ventana lejano,2
Sucursal Norte 04,2026-05,LIBROS > Juvenil,1162252,9789686525142,La voz de cristal,3
Sucursal AMBA 12,2026-05,LIBROS > Académico,1156791,9784615811624,La noche en el viento,1
Sucursal Norte 06,2026-05,LIBROS > Juvenil,1176003,9782158457128,El cielo de arena,1
Sucursal Aeropuerto 02,2026-05,LIBROS > Cocina,1169390,9784073113555,La voz de cristal,1
Sucursal AMBA 20,2026-05,LIBROS > Juvenil,1141482,9789436396664,El puerto profundo,2
Sucursal Costa 06,2026-05,LIBROS > Cocina,1057291,9786006314155,El faro de cristal,1
Sucursal Centro 01,2026-05,LIBROS > Ciencia,1162261,9784153550451,El cielo boreal,1
Sucursal Centro 03,2026-05,LIBROS > Juvenil,1164620,9786188741473,La torre eterno,2
Sucursal Aeropuerto 01,2026-05,LIBROS > Juvenil,1177688,9789511256493,El cielo del sur,6
Sucursal Centro 03,2026-05,LIBROS > Deportes,1130924,9783212231446,La senda entre líneas,4
Sucursal AMBA 04,2026-05,LIBROS > Juvenil,1134942,9783227433357,La ventana del silencio,2
Sucursal AMBA 17,2026-05,LIBROS > Ciencia,1124615,9783647239980,La plaza de ceniza,1
Sucursal Sur 02,2026-05,LIBROS > Juvenil,1145784,9786510543619,El puerto entre líneas,1
Sucursal Norte 07,2026-05,LIBROS > Juvenil,1179376,9783451551626,La torre en la niebla,2
Sucursal Norte 05,2026-05,LIBROS > Cocina,1176935,9789661871535,La casa sin fronteras,2
Sucursal AMBA 09,2026-05,LIBROS > Académico,1178307,9782806312554,La ruta del sur,2
Sucursal AMBA 05,2026-05,LIBROS > Cocina,1162260,9786815521664,La ruta luminoso,1
Sucursal AMBA 14,2026-05,LIBROS > Juvenil,1167076,9784113371196,El puente fugaz,1
Sucursal AMBA 23,2026-05,LIBROS > Juvenil,1170356,9789326522712,La voz profundo,2
Sucursal AMBA 13,2026-05,LIBROS > Juvenil,1107300,9785755511511,La ventana de las sombras,1
Sucursal Sur 02,2026-05,LIBROS > Tecnología,1090496,9789056513753,El puerto de jade,1
Sucursal Centro 04,2026-05,LIBROS > Teatro,1138221,9784868328605,La huella en la niebla,1
Sucursal Norte 03,2026-05,LIBROS > Juvenil,1052841,9787622256413,La ruta de las sombras,3
Sucursal Centro 04,2026-05,LIBROS > Ciencia,1160939,9780215850192,La torre de fuego,2
Sucursal Costa 07,2026-05,LIBROS > Juvenil,1154161,9786454336965,El río del alba,3
Sucursal AMBA 11,2026-05,LIBROS > Juvenil,1149168,9782295573678,El reloj de sal,1
Sucursal AMBA 13,2026-05,LIBROS > Juvenil,1150668,9781013608423,El camino de ceniza,1
Sucursal AMBA 16,2026-05,LIBROS > Ciencia,1150662,9787843084524,La senda nocturno,0
Sucursal AMBA 26,2026-05,LIBROS > Juvenil,1153186,9781173952489,La plaza eterno,1
Sucursal Feria 01,2026-05,LIBROS > Académico,1179380,9788274611214,La ruta lejano,3
Sucursal Sur 01,2026-05,LIBROS > Juvenil,1164624,9788716324851,El río de fuego,4
Sucursal Centro 05,2026-05,LIBROS > Juvenil,1149921,9781459859944,La tierra de ceniza,2
Sucursal Centro 03,2026-05,LIBROS > Juvenil,1106685,9784516938921,El umbral luminoso,3
Sucursal AMBA 12,2026-05,LIBROS > Juvenil,1106686,9785528733551,La plaza en la lluvia,2
Sucursal Cuyo 04,2026-05,LIBROS > Juvenil,1143194,9782700122214,El río eterno,1
Sucursal Sur 02,2026-05,LIBROS > Cocina,1176938,9785986251406,El reloj lejano,1
Sucursal Sur 02,2026-05,LIBROS > Juvenil,1121588,9780793551438,La noche del río,2
Sucursal AMBA 02,2026-05,LIBROS > Juvenil,1157863,9783608311406,El faro de hierro,2
Sucursal Sur 02,2026-05,LIBROS > Académico,1157857,9788432664316,La isla invisible,2
Sucursal Centro 04,2026-05,LIBROS > Juvenil,1149169,9784031445925,La tierra del bosque,1
